id;supplier_code;supplier_name;supplier_address;telephone;fax;email;contact_person;is_active;is_delete;created_by;created_date;updated_by;updated_date;type
163;389;PT MULIAPRIMA PACKINDO;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
164;483;PT NACHINDO TAPE INDUSTRY;SURABAYA;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2025-06-19 13:53:43.000;NULL
165;439;PT SANKARSA RESTUCHEMIE;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
166;186;PT SINAR GLOBAL ASIA;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
167;379;MARY SETIAWAN;JLN LEBAK BULUS NO 43 SURABAYA;081330107315;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2017-08-21 12:40:23.220;NULL
168;530;PT SUTINDO RAYA MULIA;SURABAYA;082143701895;0895800001066;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2025-08-06 10:10:29.873;NULL
169;281;PT TIMBUN ARTA ABADI;JAKARTA;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2017-04-18 15:56:13.500;NULL
170;209;PT TIMBUN ARTA ABADI PT;VILLA BINTARO INDAH BLOCK B XI;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
171;490;PT TRASTI SUUPLIER;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
172;592;PT. UNITED TRACTORS PANDU;JAKARTA;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0007;2017-04-04 11:19:16.587;NULL
173;529;PT. KITRANS LOGISTICS;SURABAYA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
174;589;PT GLOBAL ADHI PRATAMA;JAKARTA MERUYA ILIR NO 88;081290201385;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0007;2016-11-29 22:03:50.500;NULL
175;345;PT. WIDJAJA OPTIMAL;JAKARTA;08161872168;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2017-11-24 15:59:07.993;NULL
176;516;PT.AKR Corporindo Tbk;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
177;582;PT.ANEKA ELECTRIC MANDIRI;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
178;472;PT.ARITA PRIMA INDONESIA;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
179;486;PT.ASTRA INTERNATIONAL DAIHATSU;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
180;570;PT.Central teknindo dwilestari;JAKARTA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
181;482;PT.NORD INDONESIA;TANGERANG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
182;555;REALDY RUMAMPUK;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
183;617;RIMLAN WILLEM;BITUNG;085342170001;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-07-18 16:28:43.800;NULL
184;173;ROBERTHO RANTUNG;B I T U N G;081340056364;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 13:56:18.590;NULL
185;590;PT ARTHA MAS MINAHASA;KAUDITAN MINAHASA UTARA;085256777334;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2018-07-26 13:42:19.077;NULL
186;381;RUDI POLI;BITUNG;085256991578;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 13:59:19.777;NULL
187;176;PT SWARA MANADO RADIO TRE;MANADO;082196900373;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2017-01-25 09:24:11.970;NULL
188;443;SAHRUL RAUF;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
189;581;SAMSUNG MANADO;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
190;292;SANWA COMMERCIAL COLTD;13-20 IRIEOKA-CHO,SHIMIZU-KU,SHIZUOKA CITY JAPAN;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
191;34;UD SAMA JAYA;RING ROAD MANADO;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2019-11-29 09:17:52.800;NULL
192;182;PT SARI SENTRAL INDONESIA;JAKARTA SELATAN;021 29602189;021 29602188;08113391598;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2025-06-18 09:50:22.330;NULL
193;183;SEAL PRECISION CO., LTD.;"57/33, Moo 5, Soi Thamsiri, Bangna-Trad Road, ";NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
194;285;SERVICE GEMBIRA;MADIDIR - BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
195;554;SETIA JAYA;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
196;547;SINAR INTI PRATAMA UD.;"LTC GLODOK (SB) B1 NO. 20-21; JL. HAYAM WURUK JAKARTA BARAT 11180 INDONESIA";NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
197;184;SOMA INDONESIA CV;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
198;411;STAMFORD INDUSTRIAL & RAIL SUPPLIES;UNITED KINGDOM;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
199;544;CV.MANGUNI;BITUNG;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2024-05-14 14:58:49.300;NULL
200;257;SUJOKO WIJAYA;BITUNG;085398786931;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 13:46:51.427;NULL
201;316;SULUT KARYA DISTRIBUSINDO PT.;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
202;413;PT PURNAMA KARYA SAKTI;MALALAYANG MANADO;;08124446283;sales@cahayapermatalestar;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2019-02-01 13:57:57.450;NULL
203;175;T U N A I;BITUNG;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2016-07-18 11:09:52.907;NULL
204;335;CV TERMINAL KARYA MANDIRI;MANADO;089612314626;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 13:54:54.830;NULL
205;431;TK 88;Girian  -  BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
206;542;TK ANDA BARU;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
207;512;PT WIJAYA KOMBOS INDAH;MANADO;043- 862088;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2017-08-10 14:37:54.670;NULL
208;69;TK GIRIAN JAYA;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
209;188;TK JAYA ABADI / TK DUA;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
210;455;TK KARYA AGUNG;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
211;564;TK KARYA SAMUDRA;CALACA  MANADO;081294116700;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 14:00:41.673;NULL
212;585;TK PINTU EMAS;CALACA - MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
213;549;TK ROSARIO;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
214;445;TK TRIPUTRA;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
215;211;TOKO ARTA WIJAYA;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
216;218;TOKO BINA KARYA BAN/INDOPRIMA PT;M A N A D O;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
217;300;TOKO BINA UTAMA;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
218;471;TOKO CENTRAL TEKNIK BITUNG;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
219;523;TOKO ELECTRA;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
220;221;TOKO GRAMEDIA;JL. SAM RATULANGI MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
221;536;TOKO INDO JAYA  / BITUNG;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
222;224;TOKO INTI JAYA;JL. WALANDA MARAMIS 75, MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
223;230;TOKO MAJUTEX;B I T U N G;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
224;545;TOKO MUDJUR MANADO;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
225;233;TOKO MUDJUR BITUNG;B I T U N G;0811434843;;;NULL;Y;N;SYS;2014-07-21 10:15:52.317;USER0008;2023-09-08 13:53:17.053;NULL
226;571;TOKO SAHABAT;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
227;552;TOKO SARINAH;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.317;NULL;NULL;NULL
228;242;TOKO SETIA BUDI;B I T U N G;081340209999;;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2023-09-08 13:51:05.460;NULL
229;254;TOKO SUMBER BUSANA;"KOMP. PASAR 45 ";;;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2025-09-03 14:52:34.990;NULL
230;256;TOKO SUMBER MOTOR;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
231;424;TOKO ANEKA DIESEL;CALACA MANADO;;;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2017-03-16 15:05:10.833;NULL
232;261;TOSANINDO DUTA SARANA CV.;Jl Maluku No. 11 lingk V Kel Batu Kota Malalayang;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
233;262;TRADEPOINTS, INC.;431 Tabayog St. Mandaluyong City;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
234;238;TRAKINDO UTAMA PT.;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
235;543;TRAKTOR NUSANTARA PT.;MAKASSAR;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
236;355;TRITUNGGAL SKF;MANADO;;;;0431879550;Y;N;SYS;2014-07-21 10:15:52.333;USER0007;2018-08-23 10:49:49.967;NULL
237;339;TUNAS HARAPAN;BITUNG;085240097666;;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2023-09-08 13:52:03.757;NULL
238;399;"TUNAS MELATI ";MANADO;081299678750;;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2025-06-19 13:41:00.330;NULL
239;565;UD JAYA ABADI;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
240;609;UD JEVITA;WALEO - KEMA;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
241;567;UD KARYA MENTARI;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
242;546;UD KARYA SEJATI;KAIRAGI - MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
243;398;UD MINAWEROT;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
244;520;UD RAHMAT;BITUNG;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
245;360;MEITHA INNEKE LIMBATH;BITUNG;08124302074;043821862;;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2025-08-22 14:28:55.557;NULL
246;264;UNITED CAN COMPANY LIMITED PT.;B I T U N G;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
247;265;UNITED TRACTORS Tbk PT.;JL. RAYA TOMOHON (WINANGUN) MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
248;55;PT UTAMA PLASPAK INKER;JAKARTA BARAT;02158908396;0215840427;uchegai@uplin-corp.com;NULL;Y;N;SYS;2014-07-21 10:15:52.333;USER0008;2019-10-23 14:45:54.357;NULL
249;600;UTAMA KARYA HOME PT.;MANADO;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
250;275;Y A P;B I T U N G;NULL;NULL;NULL;NULL;Y;N;SYS;2014-07-21 10:15:52.333;NULL;NULL;NULL
251;190;ROMMY MAKAGIANSAR;BITUNG;;;;KO INYO;Y;N;USER0008;2014-07-30 14:36:31.490;USER0008;2016-07-04 15:20:38.593;NULL
252;313;APOTIK BHAKTI FARMA;MANADO;0431 -  863735;;;CI;Y;N;USER0008;2014-08-01 11:42:04.957;USER0008;2014-08-01 11:42:04.973;NULL
253;4;BPK RICROK;GIRIAN BITUNG;;;;NULL;Y;N;NULL;NULL;USER0008;2016-06-20 11:08:14.377;NULL
254;614;MAROSCO VARIASI;BITUNG;;;;XX;Y;N;USER0008;2014-08-06 15:23:46.837;USER0008;2014-08-06 15:23:46.850;NULL
255;062;UD LIBRIANY;MANADO;"0431-863432; 855360";0431-852197;;CHRISTIE;Y;N;USER0009;2014-08-07 13:30:47.253;USER0008;2024-02-01 16:01:43.237;NULL
256;641;LENNY RONDONUWU;"AIRMADIDI ";08124412328;;;LENNY;Y;N;USER0008;2014-08-07 15:41:00.693;USER0008;2014-08-07 15:41:00.710;NULL
257;619;PT. HASKARA DJAJA;SURABAYA;031-8912553;;;MAX TAROREH;Y;N;USER0007;2014-08-08 13:58:54.737;USER0008;2022-04-01 15:07:36.577;NULL
258;621;PT. Inovasi Teknologi Jar;.Surabya;;;caswanto@itjaringan.com;Bp. Caswanto;Y;N;USER0009;2014-08-11 17:44:56.410;USER0009;2014-08-11 17:44:56.423;NULL
259;027;TOKO SHAFIRA;GIRIAN;081241459445;;;IBU JUM;Y;N;USER0008;2014-08-12 13:43:15.270;USER0008;2018-08-15 14:09:55.377;NULL
260;642;ANUGERAH TEKNIK MANDIRI;MAKASAR;0811416333;;;IBU JUM;Y;N;USER0008;2014-08-12 13:44:20.940;USER0008;2014-08-13 10:58:07.827;NULL
261;643;DUNIA MEDIKA LESTARI;MANADO;0431 - 8880202;;;DIAN;Y;N;USER0008;2014-08-13 11:16:01.393;USER0008;2014-08-13 11:16:01.407;NULL
262;348;NONG Q ELECTRONIC SERVICE;Bitung;;;;Amir;Y;N;USER0007;2014-08-13 11:30:29.580;USER0007;2014-08-13 11:30:29.597;NULL
263;644;"MARINSA ASIA PACIFIC PTY ";3/21 Seashell Ave Mermaid Beach 4218 QLD AUSTRALIA;+61 403 666 720;;australia@marinsa.com;Henk de Bruin Ycasa;Y;N;USER0007;2014-08-14 09:18:38.950;USER0007;2014-08-14 09:18:38.967;NULL
264;622;MEJA PROMOSI;Jakarta Barat;081334110995-298274A7;;mejapromosi@gmail.com;Bp. Agung Songsong Basuki;Y;N;USER0009;2014-08-15 17:39:43.947;USER0009;2014-08-15 17:39:43.963;NULL
265;338;MEGATAMA PRIMA TEKNIK;JAKARTA;;;megatamaprimateknik@yahoo;MELLY;Y;N;USER0008;2014-08-18 11:22:32.397;USER0008;2014-08-18 11:22:32.417;NULL
266;044;MAHKOTA DUNIA;SURABAYA;;;mahkotadunia@yahoo.com;HENDRY M;Y;N;USER0009;2014-08-18 17:23:42.667;USER0009;2014-08-18 17:23:42.687;NULL
267;365;PT. GLOBAL MITRANDA;MAKASSAR;;;;WARNO;Y;N;USER0009;2014-08-19 11:13:18.467;USER0009;2014-08-19 11:13:18.487;NULL
268;635;TOKO INDO JAYA MANADO;MANADO;0431857089;0431857069;;DONNY;Y;N;USER0007;2014-08-20 11:06:00.783;USER0007;2014-08-20 11:06:00.800;NULL
269;623;PUTRI SOUVENIR;"Wirobajan Sleman Yogyakarta ";0878- 3961- 0010;;putri.souvenir@yahoo.com;PUTRI;Y;N;USER0009;2014-08-21 17:17:53.820;USER0009;2014-08-21 17:17:53.833;NULL
270;464;CITRALINDO MANDIRI CV;JAKARTA;"021-6251482; 92393081";021-6251482;rovian_deere@yahoo.com;Vian;Y;N;USER0009;2014-08-25 10:58:19.357;USER0009;2014-08-25 10:58:19.370;NULL
271;645;PT.TRIDINAMIKA JAYA INSTR;Jakarta, tangerang;021-5467618;021-5467617;sales@tridinamika.com;"Revi ";Y;N;USER0007;2014-08-27 14:10:26.447;USER0007;2014-08-27 14:10:26.457;NULL
272;646;PT.PETROTEC AIR POWER;JAKARTA;021-84903335;021-84903321;;RIDWAN;Y;N;USER0007;2014-08-28 16:04:55.710;USER0007;2014-08-28 16:04:55.723;NULL
273;647;CV.MASTER TEKNK;MANADO;0431-828838;0431-828883;cv.masterteknik@gmail.com;farly;Y;N;USER0007;2014-08-28 16:31:19.110;USER0007;2014-08-28 16:31:19.127;NULL
274;648;TOKO CITRA JAYA;BITUNG;"0438-32982; 0530033333";;;HERRY HALIM;Y;N;USER0009;2014-08-29 16:39:30.437;USER0009;2014-08-29 16:39:30.450;NULL
275;649;JAYAKARTA CCTV;MANADO;0431-844089;;jayakartacctv@gmail.com;Irawan Wibisono;Y;N;USER0007;2014-09-01 09:33:45.173;USER0007;2014-09-01 09:33:45.187;NULL
276;650;Mata mata security;Makasar;;;;Laurens;Y;N;USER0007;2014-09-01 10:22:53.200;USER0007;2014-09-01 10:22:53.217;NULL
277;351;Toko Sinar Abadi Bitung;Bitung;0438 36509;;;Ko;Y;N;USER0007;2014-09-01 11:40:58.317;USER0007;2014-09-01 11:40:58.333;NULL
278;651;"CV MITRA PACKS ";SURABAYA;031 - 352267;031 - 3524151;astsub@multimitra.com;Didik Purwinto;Y;N;USER0008;2014-09-01 16:48:43.780;USER0008;2014-09-01 16:48:43.800;NULL
279;652;NUANASA BATU ALAM;MANADO;082347882092;;;BP DIKIN;N;Y;USER0008;2014-09-02 14:36:35.667;USER0008;2014-09-02 14:37:29.713;NULL
280;652;NUANSA ALAM JAYA;MANADO;085242121114;081340817651;;BP DIKIN;Y;N;USER0008;2014-09-02 14:38:06.267;USER0008;2020-06-05 10:33:46.813;NULL
281;653;SATUAN POLISI PAMONG PRAJ;BITUNG;081356446778;;;MUHAMMAD DJAUHARI;Y;N;USER0008;2014-09-04 13:39:16.693;USER0008;2017-01-24 14:20:24.573;NULL
282;654;BAPAK UDIN;SERVICE KURSI;081244938455;;;PAK UDIN;Y;N;USER0007;2014-09-05 10:42:02.897;USER0007;2014-09-05 10:42:02.913;NULL
283;655;SURYA UNGGUL PRATAMA;JAKARTA;;;suryaunggul_pratama@yahoo;ANTON SURYADI;Y;N;USER0007;2014-09-05 14:48:52.147;USER0007;2014-09-05 14:48:52.163;NULL
284;165;IN LIGHT;BINTARO-TANGERANG;62 813 3078 1334;;UNFO@INLIGHTSQUARE.COM;LIDYA INDRAWATI;Y;N;USER0009;2014-09-08 11:03:06.087;USER0009;2014-09-08 11:03:06.100;NULL
285;657;La Mode Toko;ITC JAKARTA;0816860048;;;CHANDRA;Y;N;USER0008;2014-09-10 13:25:59.180;USER0008;2014-09-10 13:25:59.193;NULL
286;658;BENTENG ANUGERAH SEJAHTER;SURABAYA;08123654013;;;YUDA;Y;N;USER0008;2014-09-10 15:18:43.937;USER0008;2014-09-10 15:18:43.967;NULL
287;166;Tommy;Bitung;085334333988;;;Bp. Tommy;Y;N;USER0009;2014-09-12 11:12:06.793;USER0009;2014-09-12 11:12:06.810;NULL
288;659;ABADI METAL UTAMA PT;SURABAYA;031 - 7317975;;;GUNAWAN;Y;N;USER0008;2014-09-12 17:37:37.237;USER0008;2014-09-12 17:37:37.247;NULL
289;660;IMPERIUM ABADI KONSULTAN;MANADO;0811436741;;;ANDRE RUMAMBI;Y;N;USER0008;2014-09-15 15:19:04.870;USER0008;2014-09-15 15:19:04.893;NULL
290;624;KELANA JAYA;"BITUNG ";;;;Bpk Djidin;Y;N;USER0007;2014-09-17 15:42:07.973;USER0007;2014-09-17 15:42:07.990;NULL
291;625;Alex Marune;Bitung;;;;Alex;Y;N;USER0007;2014-09-18 11:27:46.290;USER0007;2014-09-18 11:27:46.310;NULL
292;626;CV.SANIA INDAH;Manado;08884502171;;;Wahyudi Huntua;Y;N;USER0007;2014-09-22 16:01:24.113;USER0007;2014-09-22 16:01:24.130;NULL
293;656;OCEAN CANNING CORPORATION;PHILLIPINNES;;;;MARLYN;Y;N;USER0008;2014-09-24 16:12:11.540;USER0008;2014-09-24 16:12:11.573;NULL
294;167;TALENT CV;MANADO;"0431-8060134; 3351027";082322223737;;Bp. NUS SONDANG;Y;N;USER0009;2014-09-24 16:42:16.543;USER0009;2014-09-24 16:42:16.557;NULL
295;661;UD KARYA MANDIRI;GIRIAN   BITUNG;;;;BP AGUNG;Y;N;USER0008;2014-09-26 16:53:25.817;USER0008;2014-09-26 16:53:25.837;NULL
296;662;VARIN IMPORT EXPORT CO,.L TD;SAMUTPRAKARN THAILAND;662-7085522 - 7;662-7085528;PREECHA@VARINFOOD.COM;PREECHA;Y;N;USER0008;2014-10-01 13:37:06.860;USER0007;2018-10-23 11:21:47.860;NULL
297;663;UD KARYA MANDIRI;GIRIAN BITUNG;081229832381;;;BP AGUNG;N;Y;USER0008;2014-10-01 15:03:08.503;USER0008;2014-10-02 14:24:33.850;NULL
298;663;PT SINAR MAS SAKTI;JAKARTA;;;susi@smsakti.com;IBU SUSI;Y;N;USER0008;2014-10-02 14:27:23.660;USER0008;2014-10-02 14:27:23.677;NULL
299;168;BISMA ABADI NUSANTARA;BITUNG;0438-36033;0438-36033;joice90000@gmail.com;JOICE ANGKOUW;Y;N;USER0009;2014-10-02 15:02:56.340;USER0009;2014-10-02 15:02:56.357;NULL
300;169;KARYA CIPTA GROUP;SURABYA, JAWA TIMUR;0281 938187612;;karyacipta.12gmail.com;Bp. HERMAWAN;Y;N;USER0009;2014-10-02 15:31:55.867;USER0009;2014-10-02 15:35:33.193;NULL
301;170;A.KUARTETGIDA PAZARLAMA I;Turkey;;;;Yeni Liman;Y;N;USER0009;2014-10-06 16:06:25.293;USER0009;2014-10-06 16:06:25.310;NULL
302;171;MITSUI  CO ASIA PACIFI;MANILA PHILIPPINES;;;;KENJI OSAKI;Y;N;USER0009;2014-10-06 16:08:27.420;USER0008;2021-07-15 14:27:20.400;NULL
303;172;SOON SOON OILMILLS SDN BH;MALAYSIA;;;;VENTY;Y;N;USER0009;2014-10-06 16:10:38.300;USER0009;2014-10-06 16:10:38.317;NULL
304;174;ASI TECHNOLOGIES INC;UNITED STATES OF AMERICA;626 821 8777;;;DR. SOO;Y;N;USER0009;2014-10-06 16:11:52.147;USER0008;2018-04-24 11:22:44.107;NULL
305;177;OCEAN CANNING CORPORATION;PHILIPPINES;;;;"MARLYN ";Y;N;USER0009;2014-10-06 16:13:11.543;USER0009;2014-10-06 16:13:11.557;NULL
306;664;"PIXEL DIGITAL PRINTING ";JLN RAYA MANYAR SURABAYA;031 - 5040520;;;BP ERIC TJUNG;Y;N;USER0008;2014-10-07 16:00:35.333;USER0008;2014-10-07 16:00:35.347;NULL
307;665;SD PRINT SHOP;GENERAL SANTOS CITY;;;;ROSE;Y;N;USER0008;2014-10-07 17:19:39.377;USER0008;2014-10-07 17:19:39.397;NULL
308;666;CV ABDI TENDA;SURABAYA;;;;WAWAN;N;Y;USER0008;2014-10-08 11:43:47.807;USER0008;2014-10-08 11:48:09.163;NULL
309;666;CV ABADI TENDA;SURABAYA;;;;WAWAN;N;Y;USER0008;2014-10-08 11:48:54.877;USER0008;2014-10-08 12:00:50.447;NULL
310;666;CV ABADI TENDA;TANGERANG JAKARTA;;;;WAWAN;Y;N;USER0008;2014-10-08 12:01:20.587;USER0008;2014-10-08 12:01:20.603;NULL
311;466;TK NELAYAN JAYA;BITUNG;082192378688;0431863853;;"KO ";Y;N;USER0008;2014-10-09 16:20:01.437;USER0006;2020-07-28 16:02:54.110;NULL
312;627;Maju Jaya Teknik;Jakarta;;;;Joshua;Y;N;USER0007;2014-10-10 16:37:10.080;USER0007;2014-10-10 16:37:10.097;NULL
313;667;XIAMEN FRABELLE LCK TRADING CO., LTD;;;;;;Y;N;SYS;2014-10-13 10:55:13.400;NULL;NULL;NULL
314;668;YAYOK  S  POERNOMO;SURABAYA;;;;YAYOK;Y;N;USER0008;2014-10-14 16:43:13.790;USER0008;2014-10-14 16:43:13.803;NULL
315;81;HASJRAT ABADI PT.;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
316;640;PUSAT PENGOLAHAN KELAPA TERPADU;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
317;639;TANINDO LESTARI TANTO SE;GLODOK JAKARTA;081286868868;;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0007;2025-10-27 15:51:46.037;NULL
318;638;UD MILENIUM BITUNG;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
319;637;PT SAMUDRA MANDIRI SENTOS;WANGURER TIMUR BITUNG;;;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2022-09-12 17:02:41.623;NULL
321;622;CV. VISINDO GLOBAL;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
322;621;TOKO PRIMADONA;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
